-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  39.0523   Longitude -105.5478 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2770.5 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M,2024,4.48,4.78,4.29,4.62,4.7,3.81,3.05,3.01,3.13,3.68,4.37,4.26,4.01
WS10M,2025,4.73,5.33,5.16,4.23,3.76,3.31,2.88,2.85,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_MAX,2001,12.11,11.47,11.26,13.86,10.47,9.78,6.83,8.37,8.46,14.25,9.51,12.59,14.25
WS10M_MAX,2002,12.03,14.21,13.64,13.71,16.9,10.09,8.18,8.14,10.58,9.91,12.73,11.57,16.9
WS10M_MAX,2003,13.37,12.45,12.77,15.75,11.12,11.56,6.82,7.28,12.03,13.08,12.54,12.92,15.75
WS10M_MAX,2004,10.94,11.23,16.37,14.58,12.29,11.01,6.7,8.26,10.75,14.42,11.08,15.37,16.37
WS10M_MAX,2005,12.24,11.81,11.76,14.09,12.8,10.94,7.79,7.93,9.87,12.24,13.75,12.89,14.09
WS10M_MAX,2006,12.38,13.47,15.12,14.77,12.13,12.96,7.14,6.53,13.49,12.25,13.17,13.58,15.12
WS10M_MAX,2007,13.71,16.15,10.48,13.86,11.49,16.9,6.93,7.14,13.31,13.29,13.07,13.42,16.9
WS10M_MAX,2008,14.29,12.57,12.57,13.65,11.81,12.34,6.42,6.95,9.45,12.37,12.33,12.2,14.29
WS10M_MAX,2009,15.9,14.13,14.6,12.28,11.24,10.6,7.3,7.8,15.1,12.13,10.63,13.08,15.9
WS10M_MAX,2010,11.7,8.82,12.76,14.45,15.69,10.96,7.35,9.76,11.17,12.66,11.53,12.56,15.69
WS10M_MAX,2011,10.87,12.93,13.7,13.81,13.9,14.05,7.56,7.12,8.32,15.17,13.99,14.85,15.17
WS10M_MAX,2012,14.57,15.17,16.66,14.91,14.45,9.23,6.82,7.62,5.96,12.51,10.64,11.53,16.66
WS10M_MAX,2013,13.53,11.31,12.16,14.52,12.28,10.99,7.02,5.67,11.04,10.42,14.86,12.19,14.86
WS10M_MAX,2014,13.35,12.53,13.54,12.07,9.37,11.42,7.47,10.39,7.99,9.24,14.02,11.77,14.02
WS10M_MAX,2015,15.26,11.46,11.27,13.59,8.99,7.99,6.69,7.33,9.44,9.64,15.09,11.8,15.26
WS10M_MAX,2016,14.57,15.32,14.55,14.96,9.7,8.36,8.53,6.16,10.96,15.48,13.09,18.93,18.93
WS10M_MAX,2017,13.03,13.46,14.58,12.42,10.56,11.65,8.2,6.32,11.46,12.13,13.06,12.61,14.58
WS10M_MAX,2018,12.91,14.84,14.59,16.17,10.28,9.67,7.72,9.27,8.69,10.06,12.12,12.33,16.17
WS10M_MAX,2019,13.59,16.63,13.65,11.42,12.5,8.58,6.87,8.23,12.86,12.65,13.87,12.47,16.63
WS10M_MAX,2020,13.04,12.82,12.33,8.93,11.95,14.27,8.08,7.17,9.64,12.34,15.88,12.7,15.88
WS10M_MAX,2021,13.44,13.94,13.86,11.17,13.03,9.08,6.77,7.57,8.36,10.49,11.6,20.64,20.64
WS10M_MAX,2022,12.81,10.0,13.64,15.07,16.79,10.38,6.58,7.42,8.28,12.9,15.55,14.0,16.79
WS10M_MAX,2023,12.86,17.28,14.77,13.1,10.35,11.21,7.95,8.5,9.33,10.53,11.31,12.02,17.28
WS10M_MAX,2024,13.64,11.68,13.72,14.94,15.19,9.19,8.72,7.46,10.98,13.82,11.06,10.58,15.19
WS10M_MAX,2025,13.5,12.96,15.45,12.42,11.13,10.13,6.57,9.41,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_MIN,2001,0.23,0.48,0.18,0.26,0.09,0.16,0.18,0.2,0.22,0.39,0.14,0.22,0.09
WS10M_MIN,2002,0.23,0.14,0.1,0.49,0.12,0.04,0.05,0.07,0.07,0.24,0.34,0.1,0.04
WS10M_MIN,2003,0.3,0.27,0.36,0.3,0.12,0.14,0.18,0.23,0.25,0.29,0.42,0.19,0.12
WS10M_MIN,2004,0.1,0.28,0.17,0.29,0.1,0.05,0.02,0.15,0.05,0.08,0.14,0.49,0.02
WS10M_MIN,2005,0.17,0.23,0.17,0.17,0.18,0.12,0.16,0.04,0.21,0.25,0.34,0.66,0.04
WS10M_MIN,2006,0.38,0.15,0.25,0.31,0.2,0.33,0.16,0.09,0.11,0.46,0.14,0.24,0.09
WS10M_MIN,2007,0.26,0.4,0.5,0.32,0.22,0.09,0.29,0.07,0.33,0.22,0.16,0.71,0.07
WS10M_MIN,2008,1.22,0.73,0.05,0.63,0.13,0.54,0.11,0.1,0.03,0.32,0.18,0.2,0.03
WS10M_MIN,2009,0.51,0.34,0.22,0.96,0.11,0.36,0.17,0.11,0.07,0.05,0.21,0.15,0.05
WS10M_MIN,2010,0.4,0.05,0.31,0.18,0.32,0.37,0.23,0.17,0.27,0.13,0.33,0.09,0.05
WS10M_MIN,2011,0.21,0.26,0.09,0.01,0.08,0.29,0.14,0.02,0.12,0.14,0.19,0.15,0.01
WS10M_MIN,2012,0.56,0.54,0.45,0.24,0.18,0.44,0.3,0.05,0.08,0.39,0.31,0.23,0.05
WS10M_MIN,2013,0.45,0.22,0.28,0.18,0.29,0.15,0.14,0.12,0.29,0.21,0.09,0.75,0.09
WS10M_MIN,2014,0.2,0.34,0.25,0.3,0.16,0.37,0.09,0.06,0.25,0.15,0.08,0.22,0.06
WS10M_MIN,2015,0.11,0.08,0.18,0.42,0.09,0.18,0.19,0.06,0.22,0.22,0.55,0.42,0.06
WS10M_MIN,2016,0.2,0.73,0.22,0.11,0.18,0.16,0.16,0.07,0.26,0.1,0.55,0.31,0.07
WS10M_MIN,2017,0.21,1.27,0.33,0.3,0.13,0.25,0.17,0.22,0.13,0.41,0.19,0.3,0.13
WS10M_MIN,2018,0.27,0.54,0.77,0.13,0.1,0.16,0.08,0.05,0.14,0.24,0.19,0.85,0.05
WS10M_MIN,2019,0.34,0.64,0.3,0.04,0.15,0.1,0.17,0.11,0.29,0.23,0.12,0.62,0.04
WS10M_MIN,2020,0.28,0.21,0.29,0.05,0.21,0.43,0.05,0.09,0.12,0.1,0.09,0.35,0.05
WS10M_MIN,2021,0.17,0.51,0.14,0.42,0.21,0.18,0.08,0.06,0.07,0.18,0.16,0.51,0.06
WS10M_MIN,2022,0.24,0.37,0.11,0.33,0.25,0.28,0.04,0.14,0.12,0.24,0.21,0.66,0.04
WS10M_MIN,2023,0.28,0.53,0.62,0.46,0.03,0.07,0.39,0.16,0.28,0.05,0.25,0.15,0.03
WS10M_MIN,2024,0.06,0.33,0.17,0.38,0.11,0.14,0.16,0.18,0.18,0.1,0.45,0.17,0.06
WS10M_MIN,2025,0.07,0.36,0.21,0.11,0.33,0.2,0.11,0.15,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_RANGE,2001,4.24,5.24,4.33,6.09,5.06,4.47,3.87,3.64,3.57,4.53,3.5,4.66,4.43
WS10M_RANGE,2002,5.25,5.13,5.85,6.41,4.94,4.48,4.46,4.01,4.03,4.07,4.3,4.02,4.74
WS10M_RANGE,2003,4.64,4.7,4.79,6.22,5.29,4.39,3.71,3.77,3.68,4.27,5.74,4.7,4.65
WS10M_RANGE,2004,4.38,3.94,5.26,5.34,5.55,4.84,3.62,3.52,4.47,5.13,4.13,4.5,4.56
WS10M_RANGE,2005,5.02,4.51,4.98,5.75,4.3,5.11,4.25,3.51,3.96,4.22,5.19,5.21,4.67
WS10M_RANGE,2006,5.16,6.17,5.83,6.09,5.0,4.29,3.76,3.26,3.79,4.9,4.69,4.68,4.79
WS10M_RANGE,2007,4.73,6.34,4.59,5.75,4.46,4.13,3.67,3.69,4.79,4.55,4.34,4.51,4.61
WS10M_RANGE,2008,4.96,5.01,6.34,5.44,5.95,4.9,3.35,3.59,4.17,4.37,4.15,5.83,4.84
WS10M_RANGE,2009,4.88,5.92,5.97,5.69,4.85,4.55,3.71,3.62,3.86,5.17,4.29,4.56,4.75
WS10M_RANGE,2010,4.12,3.91,4.79,6.2,6.34,5.29,3.61,3.71,4.32,4.05,4.31,5.02,4.64
WS10M_RANGE,2011,5.19,5.9,6.46,6.98,5.74,5.66,3.9,3.63,3.68,4.33,5.14,4.51,5.08
WS10M_RANGE,2012,4.94,4.84,5.67,5.44,4.9,4.57,3.84,3.71,3.44,4.99,3.98,4.84,4.6
WS10M_RANGE,2013,4.16,4.74,5.6,6.06,4.27,4.68,4.12,3.3,3.94,4.65,4.58,5.04,4.59
WS10M_RANGE,2014,4.9,6.12,5.74,5.17,4.63,4.86,4.1,3.62,3.97,3.5,5.43,4.1,4.66
WS10M_RANGE,2015,4.38,5.07,4.34,5.08,4.45,3.61,3.55,3.64,3.59,3.98,4.96,4.11,4.22
WS10M_RANGE,2016,4.04,5.63,5.64,5.21,4.76,3.85,3.98,3.76,4.28,5.0,4.26,5.71,4.67
WS10M_RANGE,2017,4.73,5.63,6.25,5.3,4.89,4.71,3.8,3.23,4.39,5.25,5.16,4.62,4.82
WS10M_RANGE,2018,4.48,6.03,5.84,6.34,5.14,4.66,4.17,4.26,3.45,4.61,4.29,4.19,4.78
WS10M_RANGE,2019,4.4,5.8,5.44,4.95,4.88,4.17,3.62,3.99,5.04,5.12,4.3,3.91,4.63
WS10M_RANGE,2020,4.85,5.27,5.52,4.93,4.94,5.0,4.23,3.73,3.88,4.86,5.12,4.09,4.7
WS10M_RANGE,2021,4.64,5.21,5.08,5.03,4.93,4.02,3.76,3.49,3.51,4.17,4.38,5.85,4.5
WS10M_RANGE,2022,4.58,5.14,4.76,6.95,6.27,4.62,3.73,3.49,3.55,3.99,4.88,4.75,4.72
WS10M_RANGE,2023,4.61,6.43,6.29,4.94,4.37,3.97,3.76,4.11,3.34,3.91,3.74,4.24,4.47
WS10M_RANGE,2024,4.1,4.95,4.76,5.32,5.52,5.05,3.75,4.05,4.0,4.09,4.78,4.51,4.57
WS10M_RANGE,2025,5.23,5.54,5.38,5.16,4.98,4.4,4.0,3.96,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M,2001,5.82,6.97,4.9,6.99,5.46,5.34,4.05,4.03,4.18,6.63,4.72,6.98,5.5
WS50M,2002,7.3,7.03,7.12,7.39,5.31,5.02,4.14,4.23,5.07,4.58,6.38,6.27,5.81
WS50M,2003,7.07,5.76,7.06,6.51,5.34,4.5,4.12,3.77,4.87,5.92,7.37,7.24,5.79
WS50M,2004,6.23,5.46,6.1,6.28,6.79,4.55,4.04,4.06,5.11,6.15,5.25,7.2,5.61
WS50M,2005,6.45,5.43,5.98,6.46,4.92,5.3,3.9,4.0,4.96,5.27,7.66,7.83,5.68
WS50M,2006,8.11,7.59,6.63,6.73,5.19,4.68,4.07,3.73,4.91,5.95,6.6,6.94,5.92
WS50M,2007,6.68,8.16,5.9,6.0,4.36,5.05,3.85,4.04,5.41,5.97,5.91,7.2,5.69
WS50M,2008,8.2,7.49,7.03,7.21,6.08,5.27,3.84,4.07,4.36,5.8,6.44,8.33,6.17
WS50M,2009,8.23,7.54,7.61,6.85,5.05,5.16,4.32,4.41,4.72,6.59,5.41,6.56,6.03
WS50M,2010,5.81,4.95,6.31,7.18,6.99,5.62,3.93,4.47,5.3,5.35,6.68,6.91,5.79
WS50M,2011,6.82,7.8,7.76,8.25,6.87,6.29,3.97,4.13,4.07,5.62,7.55,6.02,6.25
WS50M,2012,7.85,7.15,7.01,6.36,5.52,5.62,4.02,3.91,3.88,6.48,6.02,6.61,5.87
WS50M,2013,6.29,6.35,6.65,6.14,5.02,5.11,4.0,3.45,5.03,5.39,5.88,7.39,5.55
WS50M,2014,8.58,8.43,7.14,6.59,5.54,5.91,3.88,3.84,4.38,5.19,7.35,5.66,6.02
WS50M,2015,5.97,6.54,5.33,5.83,4.55,4.29,4.05,4.07,4.5,4.57,7.05,7.36,5.33
WS50M,2016,6.16,8.01,6.9,5.8,5.1,4.11,4.49,3.62,5.17,6.14,5.56,8.41,5.78
WS50M,2017,7.06,8.09,7.49,6.55,5.1,5.06,3.68,3.78,4.86,6.49,7.25,7.24,6.04
WS50M,2018,7.11,7.98,7.04,6.85,4.9,4.96,4.06,4.48,4.58,4.96,6.21,6.24,5.76
WS50M,2019,6.74,8.18,5.8,5.69,5.09,4.68,4.09,4.16,5.44,6.48,5.89,6.29,5.69
WS50M,2020,7.1,7.02,6.53,5.59,5.4,5.94,4.36,4.21,4.5,6.28,6.91,6.4,5.85
WS50M,2021,6.89,7.59,6.12,5.98,5.2,4.41,3.85,4.3,3.88,5.54,6.34,8.62,5.72
WS50M,2022,6.5,6.65,6.31,8.14,6.79,5.0,3.52,3.69,4.31,4.62,6.19,8.13,5.81
WS50M,2023,6.64,7.69,6.93,6.22,4.12,4.46,4.14,4.55,4.61,4.73,5.5,6.37,5.48
WS50M,2024,6.39,6.83,5.92,6.24,6.32,5.15,4.17,4.23,4.44,5.43,6.39,6.32,5.65
WS50M,2025,6.51,7.57,7.08,5.67,5.09,4.61,4.0,3.97,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M_MAX,2001,14.8,14.35,13.85,16.9,13.12,12.06,8.32,9.79,9.88,17.64,11.63,15.51,17.64
WS50M_MAX,2002,14.96,17.18,16.93,16.61,20.94,12.28,10.33,9.96,13.21,12.01,15.71,13.85,20.94
WS50M_MAX,2003,16.06,14.99,15.4,19.92,13.48,14.15,9.34,8.22,15.01,16.38,15.52,16.32,19.92
WS50M_MAX,2004,13.95,14.07,20.08,17.51,14.99,13.59,8.15,10.31,13.35,17.73,13.6,18.53,20.08
WS50M_MAX,2005,15.34,14.31,14.29,17.32,15.42,13.1,9.47,9.74,12.01,15.18,17.19,15.93,17.32
WS50M_MAX,2006,15.18,16.79,18.11,18.05,14.73,15.9,9.19,7.76,16.69,15.26,17.11,16.86,18.11
WS50M_MAX,2007,16.56,20.15,14.08,17.42,13.85,21.2,8.04,8.85,16.76,16.5,16.02,16.88,21.2
WS50M_MAX,2008,18.31,14.94,15.24,16.92,14.41,15.05,8.29,8.81,11.43,15.38,15.75,15.41,18.31
WS50M_MAX,2009,19.08,16.99,17.73,15.03,13.76,12.99,8.71,9.55,19.3,14.89,13.19,15.89,19.3
WS50M_MAX,2010,14.45,10.64,15.63,17.95,19.18,13.46,8.7,11.92,13.89,15.98,14.45,15.89,19.18
WS50M_MAX,2011,13.88,15.59,16.48,17.4,16.96,17.29,9.31,8.78,9.95,18.96,19.19,20.65,20.65
WS50M_MAX,2012,18.41,18.14,20.32,18.06,18.23,11.13,8.12,9.38,8.21,15.63,13.28,14.18,20.32
WS50M_MAX,2013,16.33,13.71,15.13,18.32,14.8,13.35,8.91,8.3,14.05,13.88,18.47,14.75,18.47
WS50M_MAX,2014,16.49,16.73,17.11,15.06,11.35,14.03,10.35,13.03,9.72,11.41,16.59,14.49,17.11
WS50M_MAX,2015,18.76,13.94,13.47,16.75,11.07,9.75,8.22,10.16,11.48,11.9,19.04,14.47,19.04
WS50M_MAX,2016,17.77,19.45,17.84,17.81,11.51,9.98,10.35,7.6,13.31,19.25,16.25,23.69,23.69
WS50M_MAX,2017,16.38,17.41,17.49,14.7,12.93,14.25,9.87,7.94,14.1,15.14,16.41,16.26,17.49
WS50M_MAX,2018,16.23,18.3,17.79,20.34,12.3,11.81,10.06,11.36,10.49,12.43,14.98,14.88,20.34
WS50M_MAX,2019,17.03,20.03,16.64,13.78,15.15,10.32,8.4,10.17,15.89,15.4,17.82,15.69,20.03
WS50M_MAX,2020,16.35,15.56,15.46,11.12,14.2,18.38,9.97,8.77,11.29,15.5,20.9,15.59,20.9
WS50M_MAX,2021,18.31,17.37,16.79,13.58,15.92,11.04,8.58,9.29,10.02,13.19,14.46,25.89,25.89
WS50M_MAX,2022,16.16,13.21,16.66,18.46,20.97,12.41,7.82,9.03,10.1,16.0,20.04,17.49,20.97
WS50M_MAX,2023,15.75,21.43,17.96,16.01,12.05,14.0,9.62,10.36,11.09,12.92,14.19,14.74,21.43
WS50M_MAX,2024,17.04,14.55,17.27,18.39,18.47,11.31,10.51,8.82,13.5,17.25,13.92,13.24,18.47
WS50M_MAX,2025,16.5,15.79,18.57,14.96,13.41,12.38,8.92,11.68,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M_MIN,2001,0.42,0.95,0.04,0.31,0.11,0.35,0.18,0.27,0.3,0.53,0.24,0.24,0.04
WS50M_MIN,2002,0.31,0.13,0.3,1.06,0.16,0.18,0.34,0.21,0.49,0.45,0.47,0.17,0.13
WS50M_MIN,2003,0.4,0.29,0.5,0.35,0.16,0.15,0.28,0.05,0.32,0.25,0.62,0.17,0.05
WS50M_MIN,2004,0.11,0.37,0.2,0.37,0.3,0.03,0.05,0.19,0.17,0.09,0.15,0.56,0.03
WS50M_MIN,2005,0.27,0.31,0.28,0.21,0.43,0.23,0.21,0.07,0.2,0.57,0.24,0.64,0.07
WS50M_MIN,2006,0.61,0.34,0.31,0.38,0.24,0.22,0.26,0.16,0.13,0.68,0.21,0.35,0.13
WS50M_MIN,2007,0.38,0.64,0.69,0.21,0.27,0.13,0.34,0.1,0.38,0.35,0.13,0.77,0.1
WS50M_MIN,2008,1.46,0.88,0.09,0.91,0.07,0.55,0.21,0.17,0.11,0.45,0.31,0.19,0.07
WS50M_MIN,2009,0.5,0.37,0.31,1.42,0.17,0.35,0.18,0.17,0.21,0.08,0.29,0.15,0.08
WS50M_MIN,2010,0.43,0.09,0.35,0.23,0.46,0.6,0.15,0.24,0.51,0.07,0.28,0.08,0.07
WS50M_MIN,2011,0.34,0.14,0.16,0.4,0.18,0.42,0.25,0.04,0.09,0.11,0.27,0.28,0.04
WS50M_MIN,2012,0.45,0.56,0.48,0.29,0.26,0.43,0.35,0.19,0.06,0.36,0.35,0.36,0.06
WS50M_MIN,2013,0.35,0.55,0.29,0.33,0.38,0.23,0.02,0.19,0.2,0.18,0.12,1.02,0.02
WS50M_MIN,2014,0.09,0.29,0.27,0.48,0.15,0.53,0.18,0.13,0.29,0.14,0.19,0.14,0.09
WS50M_MIN,2015,0.38,0.23,0.19,0.6,0.25,0.24,0.31,0.17,0.57,0.33,0.72,0.31,0.17
WS50M_MIN,2016,0.24,1.03,0.12,0.14,0.26,0.19,0.3,0.15,0.32,0.17,0.44,0.46,0.12
WS50M_MIN,2017,0.34,1.59,0.49,0.23,0.18,0.31,0.13,0.24,0.1,0.48,0.23,0.45,0.1
WS50M_MIN,2018,0.34,0.97,0.99,0.13,0.19,0.32,0.09,0.23,0.15,0.18,0.2,0.55,0.09
WS50M_MIN,2019,0.46,0.43,0.48,0.09,0.15,0.02,0.25,0.22,0.34,0.3,0.16,0.62,0.02
WS50M_MIN,2020,0.38,0.3,0.39,0.18,0.27,0.6,0.22,0.35,0.18,0.11,0.1,0.28,0.1
WS50M_MIN,2021,0.18,0.59,0.26,0.26,0.35,0.33,0.13,0.2,0.14,0.17,0.21,0.59,0.13
WS50M_MIN,2022,0.25,0.26,0.58,0.42,0.48,0.43,0.08,0.14,0.25,0.2,0.44,0.94,0.08
WS50M_MIN,2023,0.48,0.79,0.85,0.43,0.29,0.04,0.21,0.29,0.1,0.29,0.29,0.2,0.04
WS50M_MIN,2024,0.09,0.21,0.17,0.44,0.11,0.09,0.24,0.3,0.22,0.14,0.69,0.3,0.09
WS50M_MIN,2025,0.11,0.49,0.47,0.17,0.34,0.23,0.21,0.12,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M_RANGE,2001,5.94,5.75,5.48,7.0,6.18,5.22,4.96,4.88,4.83,5.21,4.52,5.65,5.47
WS50M_RANGE,2002,5.79,6.26,6.36,7.1,5.81,5.34,5.21,4.76,4.73,5.1,5.2,4.96,5.55
WS50M_RANGE,2003,5.08,5.55,5.19,7.29,6.19,5.23,5.23,4.74,4.84,5.34,6.25,5.46,5.53
WS50M_RANGE,2004,5.65,5.11,6.0,5.92,5.81,5.71,4.78,4.29,5.32,5.96,5.17,5.55,5.44
WS50M_RANGE,2005,6.17,5.46,5.64,6.75,5.12,6.06,5.12,4.26,4.83,5.51,6.05,5.96,5.57
WS50M_RANGE,2006,5.62,6.87,6.82,6.72,5.72,5.03,4.96,4.28,4.96,5.86,5.24,5.78,5.65
WS50M_RANGE,2007,6.27,7.08,5.91,6.71,5.57,5.48,4.81,5.04,5.73,5.47,5.33,5.45,5.73
WS50M_RANGE,2008,5.67,5.7,7.06,5.81,6.61,5.55,4.55,4.75,5.08,5.14,5.0,6.73,5.64
WS50M_RANGE,2009,5.83,6.62,6.48,6.35,5.58,5.19,4.55,4.5,4.96,6.07,5.66,5.81,5.63
WS50M_RANGE,2010,5.54,5.09,5.82,6.97,6.97,5.96,4.3,4.57,5.16,5.15,4.88,6.04,5.54
WS50M_RANGE,2011,6.6,6.5,7.03,7.5,6.19,6.38,4.85,5.02,4.93,4.99,6.16,5.84,5.99
WS50M_RANGE,2012,6.21,5.64,6.93,6.12,5.66,5.33,4.52,5.31,4.54,5.71,5.03,6.06,5.59
WS50M_RANGE,2013,5.63,5.45,6.26,6.81,5.16,5.42,5.1,4.4,4.55,5.81,5.89,6.24,5.56
WS50M_RANGE,2014,5.59,6.92,6.65,5.69,5.17,5.23,5.52,4.43,5.02,4.53,6.49,5.42,5.54
WS50M_RANGE,2015,5.99,6.06,5.74,5.89,5.18,4.67,4.35,4.91,4.74,5.23,6.03,4.8,5.29
WS50M_RANGE,2016,5.24,6.34,6.28,6.32,5.66,5.25,5.19,4.84,4.9,6.16,5.6,6.66,5.7
WS50M_RANGE,2017,5.88,6.25,6.99,5.94,5.82,5.42,4.66,4.33,5.31,6.27,6.05,5.75,5.72
WS50M_RANGE,2018,5.39,6.36,6.34,7.34,5.88,5.48,4.78,5.36,4.43,5.68,5.67,5.03,5.64
WS50M_RANGE,2019,5.56,6.48,6.52,5.78,5.67,4.81,4.78,5.12,6.18,6.2,5.64,5.04,5.64
WS50M_RANGE,2020,5.67,6.49,6.17,5.42,5.66,5.51,5.14,5.26,5.37,6.22,6.37,5.57,5.73
WS50M_RANGE,2021,5.96,5.9,6.3,5.55,5.48,4.99,4.84,4.54,4.77,5.38,5.84,7.11,5.56
WS50M_RANGE,2022,6.27,6.28,5.39,7.75,7.26,5.49,5.2,4.28,4.78,5.23,6.17,5.41,5.79
WS50M_RANGE,2023,5.71,7.58,6.98,5.46,5.15,4.61,4.82,5.07,4.25,5.04,5.15,5.6,5.44
WS50M_RANGE,2024,5.17,5.65,5.61,6.06,6.15,5.8,4.8,5.08,5.44,5.31,6.06,5.97,5.59
WS50M_RANGE,2025,6.41,6.01,6.08,5.87,5.9,5.56,5.26,4.93,-999.0,-999.0,-999.0,-999.0,-999.0
