-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  40.1603   Longitude -89.1587 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 183.83 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M_MAX,2001,12.13,14.93,14.21,14.65,11.92,9.74,7.84,8.08,10.1,13.71,13.69,12.23,14.93
WS10M_MAX,2002,10.51,12.25,17.23,15.37,12.63,8.82,7.14,7.18,8.65,12.13,12.01,16.74,17.23
WS10M_MAX,2003,11.58,13.82,11.75,12.14,14.92,10.95,9.3,8.71,8.81,12.49,15.25,11.88,15.25
WS10M_MAX,2004,11.92,12.71,16.87,13.07,10.96,8.97,7.03,8.96,9.53,13.66,13.44,13.02,16.87
WS10M_MAX,2005,14.9,11.4,12.5,10.83,11.39,10.44,7.9,8.28,11.84,7.99,15.78,10.82,15.78
WS10M_MAX,2006,17.06,12.53,15.07,13.51,10.71,9.2,8.46,8.03,10.71,11.93,12.52,13.95,17.06
WS10M_MAX,2007,11.08,16.94,14.85,14.23,11.52,11.88,7.16,8.7,10.13,12.51,11.42,13.45,16.94
WS10M_MAX,2008,16.47,13.0,12.77,13.59,15.95,12.36,8.29,6.86,12.82,14.19,11.22,17.21,17.21
WS10M_MAX,2009,11.94,14.9,17.36,11.4,12.02,9.18,8.91,8.5,11.48,12.99,10.22,16.67,17.36
WS10M_MAX,2010,11.43,10.73,12.27,14.34,12.71,9.07,8.09,7.2,9.95,13.7,11.55,14.79,14.79
WS10M_MAX,2011,10.75,15.38,11.94,13.6,9.8,9.57,7.0,8.22,11.64,11.67,13.98,11.61,15.38
WS10M_MAX,2012,14.7,16.04,14.36,13.89,12.66,10.4,8.26,7.76,13.32,13.05,15.09,19.48,19.48
WS10M_MAX,2013,13.4,14.0,12.4,13.53,11.32,9.77,7.85,6.99,9.76,10.09,16.34,10.32,16.34
WS10M_MAX,2014,16.02,17.54,13.59,13.98,10.3,10.51,10.36,8.28,11.71,13.69,12.01,11.18,17.54
WS10M_MAX,2015,11.98,15.2,11.19,13.05,11.98,8.1,7.35,7.49,8.41,10.21,14.93,16.26,16.26
WS10M_MAX,2016,12.28,14.61,13.47,16.7,10.6,8.74,8.05,8.5,8.59,12.28,12.38,13.28,16.7
WS10M_MAX,2017,15.55,12.61,15.95,11.73,13.59,10.04,9.37,8.74,9.86,12.01,14.27,13.37,15.95
WS10M_MAX,2018,12.4,12.51,12.99,13.5,9.76,9.8,9.14,8.83,10.01,15.02,14.67,14.52,15.02
WS10M_MAX,2019,13.19,16.0,15.68,12.39,13.76,9.42,7.46,8.03,8.95,13.1,15.75,12.65,16.0
WS10M_MAX,2020,13.85,11.07,14.65,13.48,12.67,14.22,9.33,7.14,10.99,12.07,14.04,14.47,14.65
WS10M_MAX,2021,11.63,13.42,14.48,13.48,12.89,9.5,6.7,7.34,9.07,11.33,12.04,15.0,15.0
WS10M_MAX,2022,12.61,12.58,13.29,13.36,11.94,8.72,9.56,7.92,11.32,12.09,14.9,13.53,14.9
WS10M_MAX,2023,12.08,15.92,14.52,15.45,12.71,11.04,9.03,8.19,8.97,11.39,9.35,12.44,15.92
WS10M_MAX,2024,13.43,12.96,13.03,13.36,10.68,9.1,8.0,7.21,12.97,12.16,14.61,13.81,14.61
WS10M_MAX,2025,10.51,11.86,16.74,16.6,12.46,12.54,7.32,7.66,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_MIN,2001,0.22,0.55,0.09,0.53,0.09,0.08,0.44,0.11,0.23,0.92,0.22,0.29,0.08
WS10M_MIN,2002,0.09,0.33,0.25,0.23,0.76,0.75,0.28,0.79,0.18,0.37,0.23,0.81,0.09
WS10M_MIN,2003,0.69,0.1,0.32,0.2,0.43,0.3,0.07,0.49,0.09,0.13,0.35,0.18,0.07
WS10M_MIN,2004,0.06,0.88,0.23,0.41,0.48,0.23,0.13,0.57,0.37,0.56,0.28,0.16,0.06
WS10M_MIN,2005,0.16,0.43,0.25,0.57,0.43,0.5,0.35,0.15,0.13,0.16,0.41,0.31,0.13
WS10M_MIN,2006,0.5,0.35,0.25,0.49,0.21,0.31,0.25,0.13,0.15,0.46,0.22,0.55,0.13
WS10M_MIN,2007,0.35,0.39,0.27,0.61,0.3,0.18,0.11,0.44,0.36,0.12,0.48,0.02,0.02
WS10M_MIN,2008,0.36,0.3,0.58,0.4,0.76,0.55,0.2,0.55,0.12,0.63,0.27,0.08,0.08
WS10M_MIN,2009,0.17,0.32,0.35,0.9,0.57,0.05,0.31,0.42,0.29,0.92,0.28,0.62,0.05
WS10M_MIN,2010,0.25,0.13,0.19,0.37,0.17,0.37,0.24,0.19,0.09,0.32,0.05,0.12,0.05
WS10M_MIN,2011,0.24,1.08,0.34,0.54,0.62,0.18,0.15,0.18,0.21,0.43,1.21,0.61,0.15
WS10M_MIN,2012,0.15,0.16,0.41,0.54,0.25,0.39,0.45,0.19,0.16,0.42,0.27,0.31,0.15
WS10M_MIN,2013,0.59,0.21,0.11,0.18,0.86,0.43,0.19,0.13,0.37,0.31,0.68,0.79,0.11
WS10M_MIN,2014,1.1,0.3,0.22,0.21,0.21,0.2,0.19,0.16,0.11,0.84,0.25,0.24,0.11
WS10M_MIN,2015,0.18,0.1,0.07,0.21,0.51,0.32,0.09,0.36,0.59,0.16,0.16,0.41,0.07
WS10M_MIN,2016,1.13,0.36,0.7,0.14,0.35,0.17,0.15,0.07,0.24,0.46,0.53,0.31,0.07
WS10M_MIN,2017,0.34,0.21,0.07,0.22,0.38,0.21,0.24,0.36,0.12,0.11,0.31,0.21,0.07
WS10M_MIN,2018,0.23,0.28,0.3,0.25,0.31,0.38,0.7,0.21,0.45,0.29,0.24,0.25,0.21
WS10M_MIN,2019,0.34,0.28,0.48,0.31,0.44,0.64,0.08,0.29,0.15,0.56,0.06,0.39,0.06
WS10M_MIN,2020,0.14,0.63,0.27,0.68,0.2,0.13,0.19,0.12,0.05,0.02,0.18,0.2,0.02
WS10M_MIN,2021,0.47,0.29,0.43,0.17,0.21,0.25,0.07,0.21,0.2,0.7,0.12,0.67,0.07
WS10M_MIN,2022,0.22,0.24,0.48,0.23,0.31,0.4,0.08,0.14,0.56,0.88,0.53,0.06,0.06
WS10M_MIN,2023,0.43,0.16,0.05,0.55,0.1,0.15,0.32,0.27,0.43,0.03,0.43,0.28,0.03
WS10M_MIN,2024,0.28,0.55,0.54,0.57,0.39,0.26,0.17,0.16,0.28,0.2,0.1,0.42,0.1
WS10M_MIN,2025,0.85,0.49,0.2,0.51,0.2,0.32,0.14,0.1,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_RANGE,2001,3.61,4.78,4.38,5.42,4.68,3.19,2.94,3.19,3.77,4.89,3.91,4.35,4.09
WS10M_RANGE,2002,4.19,4.95,5.86,5.41,4.7,2.8,2.45,2.93,2.78,4.04,3.89,4.28,4.02
WS10M_RANGE,2003,4.81,5.11,5.12,4.69,4.79,3.39,3.42,2.87,3.69,4.57,5.0,4.76,4.35
WS10M_RANGE,2004,4.59,4.27,6.27,5.26,4.54,3.41,3.38,3.22,2.9,3.94,4.2,5.55,4.3
WS10M_RANGE,2005,4.59,4.2,4.55,4.56,4.28,3.26,3.12,3.26,3.81,3.04,5.6,4.62,4.07
WS10M_RANGE,2006,5.1,5.16,5.2,5.17,4.35,3.42,3.17,3.1,3.83,4.79,4.33,4.11,4.31
WS10M_RANGE,2007,4.73,5.22,4.48,5.22,3.91,3.34,2.58,3.28,3.7,4.83,4.45,4.76,4.2
WS10M_RANGE,2008,5.65,5.39,5.27,5.22,5.11,3.82,3.34,2.34,3.24,3.76,4.1,6.39,4.47
WS10M_RANGE,2009,4.73,5.61,5.13,5.18,3.82,3.45,3.12,2.93,2.51,4.08,3.64,4.28,4.03
WS10M_RANGE,2010,3.84,3.71,4.01,5.11,4.36,3.73,2.99,2.89,3.97,3.79,4.36,4.25,3.92
WS10M_RANGE,2011,4.17,5.16,4.49,6.19,4.33,3.53,2.28,3.17,3.77,4.06,5.46,4.97,4.29
WS10M_RANGE,2012,4.99,4.99,4.94,4.7,3.7,3.75,3.4,2.97,4.33,4.18,3.53,5.11,4.21
WS10M_RANGE,2013,5.31,5.7,4.91,4.96,4.28,3.26,2.67,2.42,3.06,3.96,5.06,4.25,4.14
WS10M_RANGE,2014,6.96,4.7,5.87,5.34,4.06,3.7,3.35,3.01,3.24,4.47,4.86,3.46,4.42
WS10M_RANGE,2015,5.08,5.19,4.65,5.16,4.43,3.97,2.92,2.87,2.8,3.98,4.82,4.73,4.21
WS10M_RANGE,2016,4.34,4.88,4.69,5.59,4.52,2.99,3.08,2.77,3.28,3.75,3.69,5.29,4.07
WS10M_RANGE,2017,5.0,5.04,5.34,4.99,5.17,4.16,3.28,3.12,3.41,4.66,4.39,4.68,4.43
WS10M_RANGE,2018,4.43,5.15,5.19,4.7,3.52,3.23,2.63,3.28,3.39,4.4,4.85,4.4,4.09
WS10M_RANGE,2019,5.23,5.42,4.83,5.83,4.62,3.81,2.53,3.12,3.62,4.26,5.06,4.39,4.38
WS10M_RANGE,2020,4.9,4.59,5.61,5.59,4.37,3.24,2.7,2.81,3.63,4.89,4.94,4.42,4.31
WS10M_RANGE,2021,4.13,3.93,5.42,4.78,4.04,3.66,2.71,2.55,3.49,3.81,4.61,5.76,4.07
WS10M_RANGE,2022,5.14,5.24,5.16,6.09,4.91,3.28,3.59,3.02,3.33,4.15,4.76,4.34,4.41
WS10M_RANGE,2023,4.95,6.02,5.14,5.2,3.49,3.56,3.13,3.31,2.96,4.26,3.89,4.04,4.15
WS10M_RANGE,2024,4.82,4.4,5.32,5.74,4.51,3.9,3.07,2.93,2.87,3.89,4.64,4.78,4.24
WS10M_RANGE,2025,4.78,4.36,6.36,5.71,4.32,3.22,2.8,2.62,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M,2001,6.5,7.25,6.67,8.62,6.93,5.73,4.86,4.84,6.06,7.84,7.39,7.23,6.65
WS50M,2002,7.28,8.26,7.91,7.86,7.08,5.74,4.76,5.41,5.3,6.08,7.17,7.38,6.67
WS50M,2003,7.27,6.85,7.23,7.95,7.07,5.74,5.49,4.98,5.94,6.3,7.66,7.53,6.66
WS50M,2004,7.39,7.4,8.33,8.03,7.0,5.68,5.02,5.67,5.69,7.04,7.05,7.66,6.83
WS50M,2005,6.68,6.51,7.37,7.59,6.79,5.98,5.08,4.7,5.71,6.12,8.57,6.46,6.46
WS50M,2006,8.04,7.04,7.82,7.88,6.76,5.61,5.52,5.34,5.78,7.28,7.28,7.78,6.84
WS50M,2007,7.72,7.52,8.04,7.83,6.57,5.51,5.24,5.66,5.94,7.38,7.28,6.89,6.79
WS50M,2008,8.63,7.2,7.33,7.99,7.59,6.79,5.12,4.96,5.02,6.93,7.32,8.76,6.97
WS50M,2009,7.04,8.11,7.83,8.02,5.96,5.49,4.85,5.67,5.31,7.03,7.1,7.6,6.66
WS50M,2010,6.4,6.11,6.69,7.71,6.69,5.52,5.18,4.92,6.39,6.95,7.67,6.83,6.42
WS50M,2011,6.18,7.66,7.16,8.34,6.96,6.44,4.53,5.0,6.23,6.73,8.71,6.96,6.73
WS50M,2012,8.08,7.52,8.32,7.61,6.65,6.34,4.99,4.89,5.79,7.77,6.16,7.38,6.79
WS50M,2013,7.95,7.73,6.97,7.86,6.97,6.02,5.25,4.6,5.87,6.82,7.81,7.04,6.73
WS50M,2014,9.01,6.97,7.45,7.91,6.75,6.2,5.45,5.11,5.26,7.18,8.02,6.12,6.78
WS50M,2015,6.98,6.96,6.73,7.62,7.0,6.0,4.9,5.09,6.0,7.12,8.23,8.12,6.72
WS50M,2016,7.61,7.92,7.59,7.53,6.17,5.66,4.72,4.74,6.01,6.92,7.07,7.18,6.59
WS50M,2017,7.47,7.91,7.9,7.9,7.12,6.32,5.16,4.79,5.58,7.36,7.39,7.34,6.85
WS50M,2018,7.97,7.66,7.43,7.37,6.0,5.2,5.29,5.5,5.62,7.02,6.62,7.0,6.55
WS50M,2019,7.51,7.57,7.68,7.76,6.66,6.12,5.14,5.24,6.0,7.15,6.92,7.28,6.75
WS50M,2020,6.77,7.12,7.41,7.53,6.48,5.94,4.67,4.89,5.86,6.83,8.11,6.5,6.5
WS50M,2021,6.67,7.14,8.18,7.31,6.63,5.86,4.59,4.72,6.43,6.86,7.15,7.68,6.6
WS50M,2022,7.46,8.12,8.19,8.58,7.36,5.91,5.18,5.04,5.86,7.28,7.74,7.71,7.03
WS50M,2023,7.08,7.91,8.01,8.01,5.85,5.73,4.69,5.04,5.23,7.05,6.83,6.91,6.52
WS50M,2024,7.01,7.52,8.34,8.46,6.28,6.71,4.84,5.3,5.37,6.91,7.54,7.42,6.8
WS50M,2025,7.32,7.39,8.81,7.75,6.36,5.76,4.47,5.18,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M_MAX,2001,17.2,20.17,17.64,19.33,15.65,12.03,10.29,11.31,12.83,17.42,17.76,15.6,20.17
WS50M_MAX,2002,14.61,16.05,21.01,18.55,15.98,11.3,11.16,11.17,12.23,15.3,15.57,21.35,21.35
WS50M_MAX,2003,14.45,17.37,14.46,15.55,18.95,14.25,11.81,11.0,11.27,15.92,19.94,14.8,19.94
WS50M_MAX,2004,15.45,15.93,22.29,16.83,14.38,11.53,9.83,11.47,11.92,17.6,17.16,17.39,22.29
WS50M_MAX,2005,18.11,13.56,15.91,14.26,14.44,13.27,10.95,10.3,15.38,10.17,20.88,13.57,20.88
WS50M_MAX,2006,21.65,15.57,18.99,17.93,13.59,11.88,10.76,10.45,14.82,15.28,16.45,16.95,21.65
WS50M_MAX,2007,14.94,21.38,18.54,17.54,14.89,15.41,9.27,11.42,14.17,16.18,14.44,16.5,21.38
WS50M_MAX,2008,19.54,17.78,16.52,17.61,20.22,16.31,10.81,9.36,16.45,18.76,14.88,22.21,22.21
WS50M_MAX,2009,14.4,17.6,21.5,15.02,16.03,12.07,11.56,11.67,14.75,18.01,12.76,20.27,21.5
WS50M_MAX,2010,14.55,13.99,15.21,19.45,16.68,11.78,10.44,9.87,13.13,17.6,14.54,18.27,19.45
WS50M_MAX,2011,12.9,19.27,14.5,17.24,13.17,12.17,8.92,10.91,14.5,14.8,18.12,15.34,19.27
WS50M_MAX,2012,18.81,20.27,17.46,18.86,16.33,13.2,10.02,9.89,17.28,16.47,19.26,24.0,24.0
WS50M_MAX,2013,16.46,18.51,15.5,17.21,14.25,13.49,10.14,9.77,12.39,13.92,20.79,13.3,20.79
WS50M_MAX,2014,19.39,22.05,17.16,17.4,13.45,13.38,13.74,10.7,15.44,18.36,15.25,13.77,22.05
WS50M_MAX,2015,15.42,18.23,14.08,16.93,15.38,11.28,9.62,10.47,12.39,12.87,19.48,20.56,20.56
WS50M_MAX,2016,15.4,18.2,17.18,20.52,14.67,11.49,10.42,10.72,11.02,16.43,16.15,17.5,20.52
WS50M_MAX,2017,20.37,15.29,21.17,14.89,17.41,12.58,12.06,10.82,12.65,15.38,17.08,17.73,21.17
WS50M_MAX,2018,16.06,17.15,16.35,17.27,13.19,12.82,11.76,11.55,12.94,18.73,18.43,19.0,19.0
WS50M_MAX,2019,16.24,20.23,19.37,16.27,18.53,12.08,9.63,10.42,11.57,17.77,19.87,16.96,20.23
WS50M_MAX,2020,17.99,14.19,18.45,17.22,15.89,18.53,12.04,8.78,13.85,15.45,17.49,18.81,18.81
WS50M_MAX,2021,15.21,16.7,18.39,17.98,15.58,13.25,10.15,10.48,12.03,14.9,14.84,19.59,19.59
WS50M_MAX,2022,15.44,16.71,17.33,18.41,15.01,11.33,13.24,10.31,14.49,15.44,18.82,16.52,18.82
WS50M_MAX,2023,14.99,19.81,18.22,19.28,15.87,14.09,11.58,10.52,11.02,14.43,11.95,15.57,19.81
WS50M_MAX,2024,16.5,15.8,17.21,16.97,15.05,11.6,10.72,9.6,17.74,16.08,19.39,17.87,19.39
WS50M_MAX,2025,13.84,15.44,21.93,21.4,16.75,16.2,9.33,10.41,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M_MIN,2001,0.28,0.59,0.11,0.61,0.01,0.09,0.41,0.21,0.38,0.91,0.27,0.36,0.01
WS50M_MIN,2002,0.14,0.36,0.28,0.35,0.86,0.99,0.41,0.98,0.26,0.38,0.3,1.11,0.14
WS50M_MIN,2003,1.08,0.12,0.35,0.65,0.26,0.38,0.18,0.66,0.09,0.34,0.46,0.22,0.09
WS50M_MIN,2004,0.06,1.09,0.28,0.63,0.62,0.24,0.18,0.72,0.41,0.62,0.39,0.2,0.06
WS50M_MIN,2005,0.2,0.42,0.04,0.56,0.54,0.54,0.56,0.2,0.19,0.18,0.43,0.3,0.04
WS50M_MIN,2006,0.69,0.44,0.24,0.55,0.44,0.3,0.31,0.2,0.2,0.62,0.22,0.59,0.2
WS50M_MIN,2007,0.45,0.44,0.34,0.93,0.39,0.22,0.14,0.62,0.45,0.24,0.67,0.14,0.14
WS50M_MIN,2008,0.34,0.39,0.79,0.51,0.78,0.72,0.25,0.55,0.17,0.54,0.33,0.12,0.12
WS50M_MIN,2009,0.21,0.41,0.35,0.81,0.58,0.38,0.44,0.55,0.35,1.01,0.29,0.86,0.21
WS50M_MIN,2010,0.33,0.17,0.43,0.42,0.31,0.48,0.23,0.24,0.15,0.37,0.05,0.16,0.05
WS50M_MIN,2011,0.31,1.62,0.43,0.71,0.68,0.23,0.12,0.23,0.27,0.57,1.79,0.68,0.12
WS50M_MIN,2012,0.19,0.16,0.22,0.64,0.14,0.47,0.42,0.27,0.19,0.56,0.26,0.44,0.14
WS50M_MIN,2013,0.89,0.26,0.11,0.19,1.24,0.48,0.09,0.16,0.44,0.78,1.03,0.84,0.09
WS50M_MIN,2014,1.27,0.36,0.29,0.23,0.14,0.22,0.2,0.3,0.23,1.12,0.33,0.33,0.14
WS50M_MIN,2015,0.26,0.13,0.09,0.14,0.59,0.4,0.08,0.42,0.81,0.17,0.17,0.46,0.08
WS50M_MIN,2016,1.56,0.39,0.96,0.21,0.44,0.21,0.21,0.1,0.24,0.52,0.6,0.35,0.1
WS50M_MIN,2017,0.42,0.26,0.08,0.29,0.52,0.41,0.12,0.5,0.25,0.15,0.35,0.22,0.08
WS50M_MIN,2018,0.25,0.37,0.41,0.33,0.44,0.35,0.94,0.24,0.64,0.43,0.31,0.29,0.24
WS50M_MIN,2019,0.31,0.13,0.6,0.36,0.61,0.89,0.19,0.37,0.17,0.78,0.08,0.41,0.08
WS50M_MIN,2020,0.11,0.82,0.27,0.65,0.24,0.22,0.13,0.17,0.4,0.17,0.23,0.27,0.11
WS50M_MIN,2021,0.64,0.35,0.6,0.1,0.28,0.49,0.11,0.28,0.19,0.89,0.15,0.84,0.1
WS50M_MIN,2022,0.29,0.32,0.57,0.26,0.4,0.61,0.06,0.21,0.52,0.68,0.57,0.2,0.06
WS50M_MIN,2023,0.56,0.21,0.07,0.69,0.11,0.19,0.42,0.2,0.45,0.05,0.57,0.39,0.05
WS50M_MIN,2024,0.32,0.73,0.77,1.85,0.4,0.35,0.26,0.23,0.37,0.25,0.07,0.47,0.07
WS50M_MIN,2025,0.96,0.56,0.27,0.23,0.19,0.34,0.17,0.11,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M_RANGE,2001,4.91,5.97,5.45,6.66,5.63,4.72,4.53,4.61,5.41,6.16,5.62,5.29,5.41
WS50M_RANGE,2002,5.55,6.15,7.01,6.94,6.2,4.43,4.44,4.61,4.61,5.33,4.79,5.45,5.46
WS50M_RANGE,2003,5.55,6.41,6.41,5.81,5.77,4.74,4.56,4.21,5.06,6.12,6.17,5.9,5.55
WS50M_RANGE,2004,5.75,5.54,7.36,6.34,5.67,4.3,4.69,4.26,4.35,4.88,5.4,6.8,5.45
WS50M_RANGE,2005,6.0,5.21,5.84,6.07,5.62,4.81,4.77,4.72,5.31,4.18,7.11,5.6,5.43
WS50M_RANGE,2006,5.87,6.17,6.42,6.78,5.41,4.95,4.99,4.49,5.03,5.62,5.77,5.32,5.56
WS50M_RANGE,2007,5.95,6.26,5.78,6.05,5.11,5.13,4.3,4.6,5.57,5.71,5.68,6.15,5.52
WS50M_RANGE,2008,6.24,6.55,6.61,6.1,6.46,4.87,4.77,4.06,5.19,5.22,4.91,7.93,5.74
WS50M_RANGE,2009,5.76,6.7,6.68,6.23,5.6,4.62,4.66,3.94,4.37,5.23,4.97,5.13,5.32
WS50M_RANGE,2010,4.68,4.43,5.31,7.09,5.84,5.45,4.48,4.81,5.51,5.41,5.66,5.02,5.31
WS50M_RANGE,2011,5.18,6.48,5.31,7.44,5.17,4.96,4.03,4.5,4.97,5.51,6.02,6.18,5.47
WS50M_RANGE,2012,6.25,5.33,6.0,5.91,5.28,5.03,4.78,5.04,5.91,4.48,5.61,6.2,5.48
WS50M_RANGE,2013,6.61,6.49,6.09,6.1,5.74,4.69,4.4,4.27,4.64,5.04,5.64,5.72,5.45
WS50M_RANGE,2014,8.09,5.72,7.33,6.82,5.44,5.12,4.46,4.41,5.16,5.46,5.36,4.5,5.66
WS50M_RANGE,2015,6.31,6.49,6.29,6.73,5.54,5.37,4.37,4.31,4.57,4.69,6.44,6.07,5.59
WS50M_RANGE,2016,5.39,6.27,5.66,7.08,5.74,4.47,4.55,4.02,4.52,5.09,5.07,6.69,5.38
WS50M_RANGE,2017,6.27,6.46,6.53,6.18,5.92,5.53,5.04,4.73,5.27,5.96,5.13,5.67,5.72
WS50M_RANGE,2018,5.18,6.08,6.32,6.17,5.39,5.28,3.97,4.83,4.99,5.45,6.33,5.45,5.45
WS50M_RANGE,2019,6.55,6.85,5.81,7.28,6.13,5.34,4.26,4.6,5.18,5.37,6.53,6.04,5.82
WS50M_RANGE,2020,6.33,5.48,6.87,6.67,5.51,4.98,4.5,4.35,5.33,6.09,6.14,5.83,5.67
WS50M_RANGE,2021,5.26,4.98,6.79,5.57,4.91,5.2,4.54,4.7,4.57,4.97,6.17,7.21,5.41
WS50M_RANGE,2022,6.21,6.69,6.21,7.24,6.14,5.06,5.19,4.74,4.8,5.62,5.94,5.65,5.78
WS50M_RANGE,2023,5.92,7.74,6.22,7.14,5.13,5.54,5.05,5.2,4.85,5.56,5.38,5.3,5.74
WS50M_RANGE,2024,6.02,5.92,5.86,6.87,6.23,5.35,4.93,4.2,4.48,5.79,5.62,5.96,5.6
WS50M_RANGE,2025,5.7,5.48,7.8,7.04,5.84,4.79,4.35,4.46,-999.0,-999.0,-999.0,-999.0,-999.0
