-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  31.6528   Longitude -99.3331 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 497.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M_MAX,2002,10.99,11.42,12.09,10.17,11.0,9.0,8.83,8.37,9.31,9.32,9.74,9.71,12.09
WS10M_MAX,2003,12.31,10.15,11.43,11.15,9.69,8.37,8.9,7.62,7.61,10.61,12.55,13.43,13.43
WS10M_MAX,2004,12.52,11.9,13.03,11.4,10.57,9.9,7.81,8.47,9.73,10.04,10.08,11.21,13.03
WS10M_MAX,2005,10.86,9.12,10.38,12.12,9.54,9.19,8.55,7.25,10.79,10.95,13.86,11.74,13.86
WS10M_MAX,2006,11.48,11.9,13.68,11.17,11.13,9.85,8.28,8.35,9.68,12.3,15.26,11.67,15.26
WS10M_MAX,2007,11.63,16.86,10.33,10.56,8.73,9.61,8.2,8.77,8.38,11.86,9.2,12.67,16.86
WS10M_MAX,2008,14.09,10.95,12.66,12.22,11.1,13.26,8.48,7.67,9.46,10.68,12.41,12.25,14.09
WS10M_MAX,2009,10.72,13.27,12.14,15.51,10.48,9.43,7.59,7.59,9.47,11.3,9.82,13.98,15.51
WS10M_MAX,2010,13.29,11.93,12.28,10.95,10.4,9.82,8.66,8.02,13.34,10.97,10.66,11.72,13.34
WS10M_MAX,2011,12.11,13.58,10.83,12.77,11.81,11.88,7.84,7.88,11.02,12.46,13.55,9.89,13.58
WS10M_MAX,2012,12.12,11.05,12.15,12.42,9.11,10.01,8.66,7.4,12.88,10.09,11.17,14.01,14.01
WS10M_MAX,2013,12.21,15.95,13.8,11.78,11.42,8.92,9.31,8.21,10.07,11.63,10.76,9.98,15.95
WS10M_MAX,2014,11.46,10.89,12.45,11.37,10.54,9.85,9.31,8.29,9.53,12.27,11.64,11.05,12.45
WS10M_MAX,2015,11.7,10.47,10.89,9.88,10.19,10.27,9.41,9.43,7.8,9.32,11.48,11.64,11.7
WS10M_MAX,2016,11.27,12.82,10.8,10.13,10.19,7.7,8.81,8.66,8.59,10.16,11.51,13.02,13.02
WS10M_MAX,2017,13.77,10.6,13.5,12.22,10.06,8.82,6.98,10.91,8.31,11.41,13.23,11.03,13.77
WS10M_MAX,2018,12.45,10.62,11.11,11.35,9.32,9.3,8.64,7.67,9.63,10.42,10.64,11.55,12.45
WS10M_MAX,2019,12.44,12.74,11.55,12.5,11.46,9.84,7.96,7.92,9.08,12.23,13.04,9.1,13.04
WS10M_MAX,2020,10.36,9.87,9.81,11.95,12.25,9.18,7.99,8.2,12.38,9.74,9.77,12.58,12.58
WS10M_MAX,2021,13.33,10.3,13.26,10.39,9.73,9.74,7.45,8.63,9.63,12.22,10.57,11.77,13.33
WS10M_MAX,2022,14.12,12.39,11.89,12.41,10.41,10.85,7.48,7.41,7.03,12.56,11.04,11.97,14.12
WS10M_MAX,2023,11.34,12.81,12.53,13.52,9.04,7.57,8.16,7.91,7.78,9.87,9.96,9.62,13.52
WS10M_MAX,2024,14.37,11.48,12.21,12.68,8.38,10.16,7.73,7.1,8.08,11.21,12.42,9.94,14.37
WS10M_MAX,2025,12.85,10.97,17.1,11.25,9.44,9.87,8.04,8.0,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_MIN,2001,0.25,0.23,0.12,0.54,0.27,0.07,0.42,0.28,0.34,0.62,0.58,0.11,0.07
WS10M_MIN,2002,0.56,0.03,0.16,0.19,0.19,0.38,0.28,0.41,0.41,0.04,0.11,0.21,0.03
WS10M_MIN,2003,0.32,0.37,0.3,0.41,0.04,0.18,0.41,0.16,0.63,0.02,0.22,0.36,0.02
WS10M_MIN,2004,0.07,0.35,0.1,0.17,0.2,0.73,0.56,0.13,0.2,0.16,0.27,0.11,0.07
WS10M_MIN,2005,0.92,0.14,0.5,0.58,0.62,0.79,0.21,0.18,0.43,0.26,0.45,0.45,0.14
WS10M_MIN,2006,0.42,0.24,0.27,0.65,0.72,0.09,0.41,0.4,0.39,0.87,0.59,0.64,0.09
WS10M_MIN,2007,0.11,0.54,0.63,0.69,0.27,0.56,0.19,0.04,0.09,0.32,0.2,0.31,0.04
WS10M_MIN,2008,0.14,0.14,0.24,0.12,0.21,0.18,0.83,0.21,0.09,0.55,0.34,0.38,0.09
WS10M_MIN,2009,0.67,0.2,0.75,0.49,0.17,0.34,0.24,0.13,0.09,0.2,0.31,0.7,0.09
WS10M_MIN,2010,0.17,0.08,0.68,0.79,0.17,0.13,0.42,0.31,0.36,0.25,0.27,0.35,0.08
WS10M_MIN,2011,0.21,0.37,0.52,0.84,0.09,0.88,0.31,0.14,0.29,0.25,0.19,0.79,0.09
WS10M_MIN,2012,0.38,0.4,0.46,0.11,0.24,0.9,0.1,0.33,0.41,0.35,0.17,0.11,0.1
WS10M_MIN,2013,0.15,0.34,0.44,0.27,0.61,0.22,0.42,0.25,0.27,0.14,0.43,0.15,0.14
WS10M_MIN,2014,0.15,0.52,0.1,0.72,0.36,0.35,0.27,0.52,0.36,0.18,0.38,0.33,0.1
WS10M_MIN,2015,0.1,0.42,0.16,0.36,0.14,0.28,0.5,0.2,0.22,0.32,0.33,0.44,0.1
WS10M_MIN,2016,0.3,0.09,0.19,0.24,0.34,0.19,0.18,0.43,0.06,0.25,0.09,0.35,0.06
WS10M_MIN,2017,0.43,0.72,0.34,0.81,0.36,0.25,0.28,0.06,0.02,0.3,0.11,0.67,0.02
WS10M_MIN,2018,0.24,0.22,0.31,0.59,0.49,0.13,0.18,0.53,0.12,0.09,0.5,0.4,0.09
WS10M_MIN,2019,0.34,0.63,0.06,0.25,0.27,0.42,0.18,0.53,0.54,0.3,0.47,0.05,0.05
WS10M_MIN,2020,0.2,0.29,0.15,0.17,0.38,0.79,0.11,0.07,0.16,0.22,0.19,0.14,0.07
WS10M_MIN,2021,0.78,0.52,0.33,0.71,0.93,0.21,0.44,0.21,0.06,0.19,0.37,0.12,0.06
WS10M_MIN,2022,0.11,0.18,0.09,0.34,0.08,0.09,0.24,0.04,0.05,0.3,0.79,0.21,0.04
WS10M_MIN,2023,0.31,0.1,0.18,0.33,0.09,0.13,0.12,0.15,0.09,0.12,0.37,0.18,0.09
WS10M_MIN,2024,0.61,0.23,0.53,0.31,0.2,0.27,0.24,0.18,0.06,0.53,0.24,0.33,0.06
WS10M_MIN,2025,0.24,0.54,0.29,0.9,0.11,0.28,0.19,0.23,-999.0,-999.0,-999.0,-999.0,-999.0
WS10M_RANGE,2001,4.34,4.58,3.97,4.9,3.59,3.53,3.49,3.41,3.36,4.27,3.82,4.18,3.95
WS10M_RANGE,2002,5.0,5.04,5.3,4.42,4.54,3.48,3.19,3.39,3.73,3.73,4.31,4.08,4.18
WS10M_RANGE,2003,4.25,4.7,4.43,4.76,4.2,3.56,3.64,3.53,3.38,4.01,4.33,4.6,4.11
WS10M_RANGE,2004,4.27,4.53,4.59,4.35,3.81,3.34,3.11,3.46,3.44,4.25,4.33,4.08,3.96
WS10M_RANGE,2005,4.06,3.97,4.93,4.75,3.21,3.15,3.55,2.84,3.78,3.3,4.16,4.23,3.82
WS10M_RANGE,2006,4.48,5.36,4.91,4.69,3.75,3.6,3.74,3.44,3.79,4.25,4.18,4.15,4.19
WS10M_RANGE,2007,4.21,5.09,4.56,4.85,3.56,3.69,3.28,3.25,3.12,3.95,3.95,4.96,4.03
WS10M_RANGE,2008,4.94,5.28,5.64,5.04,4.47,3.43,3.65,3.34,3.66,4.05,4.55,5.28,4.44
WS10M_RANGE,2009,4.75,5.27,4.76,5.25,3.72,3.33,3.37,3.55,3.86,4.7,3.83,3.98,4.19
WS10M_RANGE,2010,4.71,4.62,5.14,4.66,3.73,3.25,3.44,3.27,4.3,3.74,4.57,4.27,4.14
WS10M_RANGE,2011,4.41,4.74,4.78,5.76,4.34,3.5,3.29,3.34,4.26,3.76,4.59,4.06,4.23
WS10M_RANGE,2012,4.91,4.87,4.51,4.09,3.36,3.34,3.73,3.57,3.92,3.88,3.89,4.77,4.07
WS10M_RANGE,2013,4.54,5.04,5.29,4.78,3.79,3.62,3.43,3.32,3.53,4.46,4.16,3.99,4.16
WS10M_RANGE,2014,5.14,5.15,5.65,5.23,4.18,3.83,3.66,3.55,3.49,4.04,4.7,4.01,4.38
WS10M_RANGE,2015,4.07,5.15,4.48,4.17,4.02,3.38,3.31,3.64,3.13,3.75,3.99,4.66,3.97
WS10M_RANGE,2016,4.36,4.88,5.14,4.44,3.47,3.17,2.94,3.39,3.43,3.37,3.85,5.04,3.95
WS10M_RANGE,2017,4.46,4.79,4.83,5.0,4.39,3.39,3.17,3.67,3.28,4.16,4.03,4.63,4.15
WS10M_RANGE,2018,4.54,4.97,4.65,4.52,3.44,3.36,3.61,3.49,3.74,4.23,4.12,4.27,4.07
WS10M_RANGE,2019,4.37,4.4,4.21,5.06,3.77,3.73,3.19,3.23,3.57,5.13,4.98,3.8,4.12
WS10M_RANGE,2020,4.67,4.71,4.25,4.99,4.3,3.33,3.73,3.75,3.91,4.13,4.25,5.0,4.25
WS10M_RANGE,2021,4.45,4.28,5.11,4.55,3.73,3.5,3.46,3.12,3.23,4.25,4.02,4.64,4.03
WS10M_RANGE,2022,4.77,4.62,5.22,5.02,4.42,3.85,3.28,3.23,2.98,4.04,4.1,4.29,4.15
WS10M_RANGE,2023,4.38,4.89,5.49,4.7,3.26,3.39,3.41,3.72,3.51,4.27,3.35,4.09,4.03
WS10M_RANGE,2024,5.0,4.63,4.47,4.54,4.52,3.29,3.37,3.55,3.17,3.61,4.2,4.48,4.07
WS10M_RANGE,2025,4.67,4.71,6.03,4.47,4.35,3.53,3.21,3.22,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M,2001,6.57,7.02,5.73,7.85,7.15,6.94,6.21,5.51,5.53,7.41,6.86,6.61,6.61
WS50M,2002,7.29,7.35,7.75,7.54,7.82,6.26,6.09,5.96,5.81,5.66,6.66,6.84,6.75
WS50M,2003,6.43,6.83,6.8,7.9,6.34,5.68,5.83,5.25,5.56,5.79,7.2,7.59,6.43
WS50M,2004,6.6,6.89,7.49,7.32,7.47,6.47,6.05,5.38,5.48,6.28,6.45,7.02,6.57
WS50M,2005,6.78,5.72,7.19,7.78,6.36,6.71,5.17,5.35,5.9,5.96,6.81,6.63,6.36
WS50M,2006,7.75,6.97,7.52,7.49,7.36,6.0,6.22,5.94,6.09,6.84,7.85,7.19,6.94
WS50M,2007,6.22,7.31,7.38,7.49,5.99,5.88,4.91,6.21,5.55,6.74,6.74,7.06,6.45
WS50M,2008,6.87,7.57,8.2,7.97,7.48,7.83,6.53,4.8,5.39,6.89,6.64,7.54,6.97
WS50M,2009,7.28,8.1,7.89,8.64,5.87,6.89,5.44,5.89,5.95,7.02,6.21,6.08,6.76
WS50M,2010,6.79,6.44,7.98,7.91,7.01,6.93,6.24,5.61,5.94,6.32,7.72,7.12,6.83
WS50M,2011,5.69,7.98,7.55,8.6,7.94,8.02,6.12,6.02,5.88,7.0,7.27,6.77,7.06
WS50M,2012,7.43,7.07,7.68,7.53,6.74,6.27,5.83,5.69,6.2,6.57,6.77,7.17,6.74
WS50M,2013,6.6,7.82,7.97,7.82,7.77,6.52,5.94,5.46,5.33,6.57,6.81,6.17,6.72
WS50M,2014,7.65,6.84,7.39,7.81,7.42,7.48,5.86,5.67,5.18,6.61,7.63,6.47,6.83
WS50M,2015,6.34,6.56,5.77,6.94,7.2,6.22,6.94,5.53,5.65,6.23,7.09,6.93,6.45
WS50M,2016,6.63,7.4,7.91,6.72,6.46,5.83,6.89,5.75,5.54,6.51,6.39,6.63,6.56
WS50M,2017,7.2,7.37,7.76,7.71,7.16,5.95,5.17,5.64,5.82,6.79,6.44,6.27,6.6
WS50M,2018,6.92,6.67,7.35,7.66,6.94,7.09,5.59,5.53,5.12,6.34,6.62,6.81,6.55
WS50M,2019,6.85,7.01,6.89,7.65,7.21,6.08,6.02,5.72,6.21,6.87,6.49,6.23,6.6
WS50M,2020,6.77,7.25,6.79,7.19,7.14,6.67,5.84,5.67,5.87,6.74,6.7,7.17,6.65
WS50M,2021,6.93,6.89,8.18,7.31,6.53,5.99,5.23,5.7,5.41,6.49,6.59,6.67,6.49
WS50M,2022,6.71,6.98,7.93,8.23,7.81,6.49,5.82,5.01,5.01,6.15,6.46,6.25,6.57
WS50M,2023,7.47,7.57,7.46,7.0,5.57,5.69,5.77,5.92,5.52,6.57,6.02,6.86,6.45
WS50M,2024,6.69,7.3,6.8,7.37,6.38,6.45,5.42,5.54,5.02,6.35,6.87,6.38,6.38
WS50M,2025,6.7,6.49,7.97,7.61,6.27,6.78,5.89,4.77,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M_MAX,2001,16.24,15.96,14.44,16.83,13.99,13.55,10.18,10.11,12.55,14.61,13.02,13.91,16.83
WS50M_MAX,2002,13.52,14.08,15.72,13.9,13.79,11.64,11.34,10.49,11.64,12.21,12.07,12.5,15.72
WS50M_MAX,2003,16.0,13.3,14.46,14.38,12.23,10.6,11.31,9.91,9.84,14.24,15.64,16.91,16.91
WS50M_MAX,2004,15.11,14.55,16.7,14.3,12.77,12.29,9.68,10.5,11.85,12.89,13.1,14.07,16.7
WS50M_MAX,2005,14.33,11.4,13.32,15.38,11.74,11.23,10.53,9.95,13.93,12.9,17.82,14.74,17.82
WS50M_MAX,2006,14.51,14.65,17.28,14.52,13.61,13.3,11.04,10.58,12.04,15.37,19.35,14.9,19.35
WS50M_MAX,2007,14.23,21.29,13.64,13.55,11.73,12.39,10.12,11.09,10.71,14.71,11.51,15.79,21.29
WS50M_MAX,2008,17.23,14.83,16.06,15.12,13.92,16.7,10.86,10.17,11.35,14.27,15.92,15.09,17.23
WS50M_MAX,2009,14.13,17.75,15.06,19.67,13.02,11.58,10.26,10.24,11.58,13.63,12.54,17.41,19.67
WS50M_MAX,2010,17.07,14.02,14.82,14.18,13.84,12.2,10.91,10.32,17.12,13.97,13.3,14.12,17.12
WS50M_MAX,2011,15.06,15.61,13.41,16.02,14.84,14.82,9.41,10.24,12.97,16.77,16.66,13.16,16.77
WS50M_MAX,2012,15.32,13.83,14.55,15.89,11.49,13.23,10.54,10.61,16.04,12.75,14.91,18.16,18.16
WS50M_MAX,2013,15.94,19.79,18.54,14.94,14.18,10.92,11.17,10.02,12.84,14.38,13.27,12.52,19.79
WS50M_MAX,2014,14.04,13.42,16.36,14.33,13.66,12.29,11.21,11.67,11.24,15.22,14.39,13.82,16.36
WS50M_MAX,2015,13.98,13.31,13.76,12.26,13.17,12.65,11.55,11.18,9.92,11.96,14.4,14.13,14.4
WS50M_MAX,2016,13.79,15.52,13.19,12.3,12.72,9.89,11.87,10.68,11.33,12.27,14.55,15.24,15.52
WS50M_MAX,2017,18.31,12.93,16.99,15.22,13.53,10.58,9.95,13.34,11.82,14.38,16.45,13.22,18.31
WS50M_MAX,2018,15.17,13.2,14.05,14.25,11.59,12.19,10.47,9.82,11.92,12.79,13.29,15.38,15.38
WS50M_MAX,2019,15.18,15.96,15.8,15.51,14.67,12.32,10.13,10.83,11.93,15.4,15.62,11.06,15.96
WS50M_MAX,2020,13.01,12.85,12.79,15.9,15.41,10.93,10.63,10.71,15.61,13.08,12.33,15.44,15.9
WS50M_MAX,2021,16.89,12.35,16.18,14.01,12.02,13.12,9.89,10.75,11.82,15.43,12.95,14.73,16.89
WS50M_MAX,2022,18.08,15.13,14.25,16.31,14.3,13.44,10.58,9.42,9.65,16.65,13.76,13.67,18.08
WS50M_MAX,2023,14.37,15.86,15.64,15.57,11.79,10.81,10.96,10.64,10.42,12.24,12.48,12.01,15.86
WS50M_MAX,2024,18.95,14.19,15.38,15.2,11.61,13.78,10.38,10.39,9.66,13.9,15.63,11.97,18.95
WS50M_MAX,2025,16.74,13.85,21.57,14.04,12.05,12.51,9.83,9.81,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M_MIN,2001,0.33,0.38,0.08,1.18,0.48,0.13,0.65,0.24,0.46,0.84,0.81,0.28,0.08
WS50M_MIN,2002,0.06,0.06,0.33,0.64,0.12,0.31,0.37,0.54,0.54,0.09,0.15,0.3,0.06
WS50M_MIN,2003,0.44,0.32,0.5,0.54,0.03,0.18,0.48,0.23,0.6,0.11,0.26,0.44,0.03
WS50M_MIN,2004,0.09,0.66,0.21,0.26,0.35,0.72,0.63,0.15,0.26,0.16,0.39,0.08,0.08
WS50M_MIN,2005,0.91,0.25,0.67,0.42,0.79,0.82,0.24,0.16,0.45,0.39,0.79,0.6,0.16
WS50M_MIN,2006,0.57,0.27,0.3,1.1,1.0,0.25,0.46,0.24,0.44,1.09,1.22,0.85,0.24
WS50M_MIN,2007,0.16,0.39,0.84,0.76,0.39,0.72,0.06,0.27,0.11,0.46,0.05,0.43,0.05
WS50M_MIN,2008,0.16,0.36,0.46,0.23,0.28,0.21,1.02,0.34,0.05,0.49,0.44,0.4,0.05
WS50M_MIN,2009,0.87,0.27,0.97,0.79,0.08,0.5,0.22,0.14,0.23,0.23,0.59,0.87,0.08
WS50M_MIN,2010,0.29,0.18,0.94,1.25,0.29,0.16,0.62,0.18,0.61,0.14,0.38,0.39,0.14
WS50M_MIN,2011,0.3,0.45,0.41,0.85,0.37,0.91,0.27,0.17,0.41,0.37,0.44,1.1,0.17
WS50M_MIN,2012,0.5,0.54,0.45,0.31,0.36,0.99,0.11,0.53,0.14,0.77,0.21,0.2,0.11
WS50M_MIN,2013,0.33,0.44,0.57,0.43,0.41,0.24,0.43,0.53,0.53,0.19,0.55,0.18,0.18
WS50M_MIN,2014,0.19,0.39,0.03,0.83,0.53,0.56,0.19,0.64,0.34,0.17,0.5,0.36,0.03
WS50M_MIN,2015,0.25,0.37,0.13,0.52,0.05,0.26,0.64,0.19,0.34,0.45,0.42,0.46,0.05
WS50M_MIN,2016,0.45,0.11,0.21,0.24,0.55,0.14,0.11,0.38,0.06,0.47,0.22,0.5,0.06
WS50M_MIN,2017,0.4,0.98,0.21,0.78,0.53,0.36,0.32,0.02,0.02,0.5,0.11,0.85,0.02
WS50M_MIN,2018,0.28,0.36,0.46,0.69,0.62,0.18,0.28,0.62,0.14,0.12,0.44,0.54,0.12
WS50M_MIN,2019,0.41,0.55,0.15,0.19,0.44,0.58,0.35,0.56,0.4,0.01,0.43,0.01,0.01
WS50M_MIN,2020,0.25,0.41,0.23,0.21,0.42,1.23,0.3,0.05,0.2,0.59,0.25,0.15,0.05
WS50M_MIN,2021,1.04,0.3,0.46,0.8,1.17,0.19,0.49,0.34,0.11,0.13,0.37,0.13,0.11
WS50M_MIN,2022,0.16,0.21,0.41,0.56,0.19,0.36,0.3,0.13,0.15,0.3,0.78,0.27,0.13
WS50M_MIN,2023,0.2,0.1,0.29,0.17,0.14,0.26,0.1,0.36,0.16,0.22,0.5,0.21,0.1
WS50M_MIN,2024,0.84,0.3,0.6,0.44,0.47,0.34,0.33,0.2,0.12,0.69,0.34,0.21,0.12
WS50M_MIN,2025,0.3,0.62,0.51,0.69,0.22,0.47,0.41,0.33,-999.0,-999.0,-999.0,-999.0,-999.0
WS50M_RANGE,2001,5.98,5.78,5.54,6.15,4.65,4.82,5.46,5.1,5.29,5.48,4.87,5.73,5.4
WS50M_RANGE,2002,6.56,6.19,6.21,5.47,5.33,4.9,4.23,4.88,4.98,4.79,5.34,5.36,5.35
WS50M_RANGE,2003,5.87,5.84,6.06,5.63,5.56,4.62,5.25,5.15,4.36,5.86,4.9,5.7,5.4
WS50M_RANGE,2004,4.99,5.57,5.33,5.14,4.64,4.41,4.64,4.96,4.83,4.88,5.46,5.44,5.02
WS50M_RANGE,2005,5.34,5.02,6.16,5.79,4.17,4.22,5.23,4.19,5.76,4.58,5.66,5.85,5.16
WS50M_RANGE,2006,5.57,7.0,5.9,5.33,4.65,5.35,5.18,5.06,4.86,5.24,5.33,5.34,5.39
WS50M_RANGE,2007,5.28,6.35,5.76,5.62,4.85,4.68,4.62,4.22,4.76,5.29,5.43,6.6,5.28
WS50M_RANGE,2008,6.28,7.0,7.2,6.48,5.79,4.49,4.61,4.67,5.36,5.74,6.18,6.5,5.85
WS50M_RANGE,2009,6.07,6.61,5.5,6.12,5.16,4.28,5.4,4.96,4.91,5.55,5.49,5.57,5.46
WS50M_RANGE,2010,6.48,5.53,6.5,5.38,4.93,4.25,4.21,5.19,5.52,5.56,5.55,5.75,5.41
WS50M_RANGE,2011,6.06,6.0,6.0,6.89,5.51,4.49,4.93,5.71,5.93,5.55,5.77,5.22,5.67
WS50M_RANGE,2012,6.43,5.92,5.69,5.49,4.44,5.07,5.26,4.85,5.65,5.1,5.34,6.09,5.44
WS50M_RANGE,2013,5.42,6.38,6.69,5.65,4.72,4.39,4.56,4.95,5.13,5.77,5.42,5.88,5.41
WS50M_RANGE,2014,6.65,6.27,7.11,6.0,5.51,4.21,5.04,4.91,4.54,5.5,5.48,4.79,5.5
WS50M_RANGE,2015,5.7,6.41,5.89,5.01,4.92,4.33,5.07,5.74,4.77,5.48,4.53,6.45,5.36
WS50M_RANGE,2016,6.26,6.18,6.05,5.96,4.69,4.46,4.52,4.55,5.02,4.88,4.89,6.09,5.29
WS50M_RANGE,2017,5.96,5.94,5.95,5.75,5.19,4.28,4.72,4.6,4.8,5.3,5.72,6.13,5.36
WS50M_RANGE,2018,5.86,6.06,5.5,5.78,4.57,4.53,5.62,4.94,4.47,5.22,5.48,5.62,5.3
WS50M_RANGE,2019,5.83,5.43,5.52,6.06,4.76,4.89,4.22,5.05,4.97,6.54,6.57,5.51,5.44
WS50M_RANGE,2020,5.87,5.85,5.32,5.89,5.5,4.16,5.53,5.38,4.83,5.43,5.55,6.67,5.5
WS50M_RANGE,2021,5.73,5.59,5.65,5.67,4.9,5.04,4.77,4.45,5.46,5.76,5.51,6.45,5.41
WS50M_RANGE,2022,6.59,6.41,6.63,5.94,5.7,5.39,5.21,4.56,5.25,5.9,5.13,5.86,5.71
WS50M_RANGE,2023,5.5,5.87,6.62,6.28,5.15,5.09,5.54,5.63,5.12,5.28,4.48,5.55,5.51
WS50M_RANGE,2024,6.64,5.93,5.6,5.53,6.18,4.6,4.54,5.43,4.14,5.42,5.52,5.72,5.44
WS50M_RANGE,2025,5.92,6.46,7.46,5.54,5.89,4.25,3.72,4.7,-999.0,-999.0,-999.0,-999.0,-999.0
